state,district,origin_of_challenge,date_of_challenge_removal,type_of_ban,author,title,secondary_author_s,illustrator_s,translator_s
Texas,Granbury Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Wilke, Daria",Playing a Part,NA,NA,"Schwartz, Marian"
Texas,Granbury Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"London, Alex",Proxy (Proxy Series),NA,NA,NA
Texas,Granbury Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Prager, Sarah","Queer, There and Everywhere: 23 People Who Changed the World",NA,NA,NA
Texas,Granbury Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Peters, Julie Anne",Rage: A Love Story,NA,NA,NA
Texas,Granbury Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Gold, Susan Dudley",Roe v. Wade: A Woman's Choice?,NA,NA,NA
Texas,Granbury Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Hyde, Margaret O.",Safe Sex 101: An Overview for Teens,"Forsyth, Elizabeth H.",NA,NA
Texas,Granbury Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Tonatiuh, Duncan",Separate Is Never Equal: Sylvia Mendez and Her Family’s Fight for Desegregation,NA,NA,NA
Texas,Granbury Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Sommer, Carl",SEX: If You're Scared of The Truth Don't Read This!,NA,NA,NA
Texas,Granbury Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Peters, Julie Anne","She Loves You, She Loves You Not...",NA,NA,NA
Texas,Granbury Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Anderson, Laurie Halse",Shout,NA,NA,NA
Texas,Granbury Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Albertalli, Becky",Simon vs. the Homo Sapiens Agenda (Simonverse Series),NA,NA,NA
Texas,Granbury Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Lyon, George Ella",Sonny's House of Spies,NA,NA,NA
Texas,Granbury Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Jacobson, Jennifer Richard",Stained,NA,NA,NA
Texas,Granbury Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Kendi, Ibram X.",Stamped from the Beginning: The Definitive History of Racist Ideas in America,NA,NA,NA
Texas,Granbury Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Dee, Barbara",Star-Crossed,NA,NA,NA
Texas,Granbury Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Crutcher, Chris",Staying Fat for Sarah Byrnes,NA,NA,NA
Texas,Granbury Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Garvin, Jeff",Symptoms of Being Human,NA,NA,NA
Texas,Granbury Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Johnson, Kathleen Jeffrie",Target,NA,NA,NA
Texas,Granbury Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Franklin, Emily",Tessa Masterson Will Go to Prom,"Halpin, Brendan",NA,NA
Texas,Granbury Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Slater, Dashka",The 57 Bus: A True Story of Two Teenagers and the Crime That Changed Their Lives,NA,NA,NA
Texas,Granbury Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Blackall, Sophie",The Baby Tree,NA,NA,NA
Texas,Granbury Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Peck, Richard",The Best Man,NA,NA,NA
Texas,Granbury Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"de Gramont, Nina",The Boy I Love,NA,NA,NA
Texas,Granbury Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Lookadoo, Justin",The Dateable Rules: A Guide to the Sexes,"DiMarco, Hayley",NA,NA
Texas,Granbury Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Stamper, Phil",The Gravity of Us,NA,NA,NA
Texas,Granbury Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Harmon, Michael",The Last Exit to Normal,NA,NA,NA
Texas,Granbury Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Smith, Amber",The Last to Let Go,NA,NA,NA
Texas,Granbury Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Dietrich, Cale",The Love Interest,NA,NA,NA
Texas,Granbury Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Rutkoski, Marie",The Midnight Lie (Forgotten Gods Series),NA,NA,NA
Texas,Granbury Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"De Medeiros, James",The Migration North,NA,NA,NA
Texas,Granbury Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Danforth, Emily M.",The Miseducation of Cameron Post,NA,NA,NA
Texas,Granbury Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Salazar, Aida",The Moon Within,NA,NA,NA
Texas,Granbury Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Hutchinson, Shaun David",The Past and Other Things That Should Stay Buried,NA,NA,NA
Texas,Granbury Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Clare, Cassandra",The Red Scrolls of Magic,"Chu, Wesley",NA,NA
Texas,Granbury Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Bick, Ilsa J.",The Sin-Eater's Confession,NA,NA,NA
Texas,Granbury Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Albertalli, Becky",The Upside of Unrequited (Simonverse Series),NA,NA,NA
Texas,Granbury Independent School District,Administrator,2022-01-01T00:00:00Z,Banned in Libraries and Classrooms,"Glines, Abbi",The Vincent Brothers (The Vincent Boys Series),NA,NA,NA
Texas,Granbury Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Howard, Greg",The Whispers,NA,NA,NA
Texas,Granbury Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Silvera, Adam",They Both Die at the End,NA,NA,NA
Texas,Granbury Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Bartoletti, Susan Campbell",They Called Themselves The K.K.K.: The Birth of an American Terrorist Group,NA,NA,NA
Texas,Granbury Independent School District,Administrator,2022-01-01T00:00:00Z,Banned in Libraries,"Dawson, Juno",This Book Is Gay,NA,NA,NA
Texas,Granbury Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Howe, James",Totally Joe (The Misfits Series),NA,NA,NA
Texas,Granbury Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Glines, Abbi",Under the Lights (The Field Party Series),NA,NA,NA
Texas,Granbury Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Hendriks, Jenni",Unpregnant,"Caplan, Ted",NA,NA
Texas,Granbury Independent School District,Administrator,2022-01-01T00:00:00Z,Banned in Libraries and Classrooms,"Glines, Abbi",Until Friday Night (The Field Party Series),NA,NA,NA
Texas,Granbury Independent School District,Administrator,2022-01-01T00:00:00Z,Banned in Libraries and Classrooms,"Glines, Abbi",Until the End (Sea Breeze Series),NA,NA,NA
Texas,Granbury Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Moore, Alan",V for Vendetta,NA,"Lloyd, David",NA
Texas,Granbury Independent School District,Administrator,2022-01-01T00:00:00Z,Banned in Libraries,"Hutchinson, Shaun David",We Are the Ants,NA,NA,NA
Texas,Granbury Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Albertalli, Becky",What If It's Us (What If It's Us Series),"Silvera, Adam",NA,NA
Texas,Granbury Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Wilson, Martin",What They Always Tell Us,NA,NA,NA
Texas,Granbury Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"McLemore, Anna-Marie",When the Moon Was Ours,NA,NA,NA
Texas,Granbury Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Wersba, Barbara",Whistle Me Home,NA,NA,NA
Texas,Granbury Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Green, John","Will Grayson, Will Grayson (Will Grayson, Will Grayson Series)","Levithan, David",NA,NA
Texas,Granbury Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Dinnison, Kris",You and Me and Him,NA,NA,NA
Texas,Granbury Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"LaCour, Nina",You Know Me Well,"Levithan, David",NA,NA
Texas,Katy Independent School District,Administrator,2022-01-01T00:00:00Z,Banned in Libraries and Classrooms,"Maas, Sarah J.",A Court of Mist and Fury (A Court of Thorns and Roses Series),NA,NA,NA
Texas,Katy Independent School District,Administrator,2021-10-01T00:00:00Z,Banned in Libraries,"Maas, Sarah J.",A Court of Thorns and Roses (A Court of Thorns and Roses Series),NA,NA,NA
Texas,Katy Independent School District,Administrator,2021-10-01T00:00:00Z,Banned in Libraries,"Reynolds, Jason",All American Boys,"Kiely, Brendan",NA,NA
Texas,Katy Independent School District,Administrator,2021-11-01T00:00:00Z,Banned in Libraries and Classrooms,"Johnson, George M.",All Boys Aren't Blue,NA,NA,NA
Texas,Katy Independent School District,Administrator,2022-01-01T00:00:00Z,Banned in Libraries,"Folman, Ari",Anne Frank's Diary: The Graphic Adaptation,"Frank, Anne","Polonsky, David",NA
Texas,Katy Independent School District,Administrator,2022-02-01T00:00:00Z,Banned in Libraries,"Morrison, Toni",Beloved,NA,NA,NA
Texas,Katy Independent School District,Administrator,2022-04-01T00:00:00Z,Banned in Libraries,"Garber, Stephanie",Caraval (Caraval Series),NA,NA,NA
Texas,Katy Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Adeyemi, Tomi",Children of Blood and Bone (Legacy of Orïsha Series),NA,NA,NA
Texas,Katy Independent School District,Administrator,2021-09-01T00:00:00Z,Banned in Libraries,"Craft, Jerry",Class Act,NA,NA,NA
Texas,Katy Independent School District,Administrator,2022-04-01T00:00:00Z,Banned in Libraries,"Anstey, Cindy",Duels and Deception,NA,NA,NA
Texas,Katy Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Ryan, Pam Muñoz",Esperanza Rising,NA,NA,NA
Texas,Katy Independent School District,Administrator,2022-01-01T00:00:00Z,Banned in Libraries,"Cheng, Andrea","Etched in Clay: The Life of Dave, Enslaved Potter and Poet",NA,NA,NA
Texas,Katy Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Curato, Mike",Flamer,NA,NA,NA
Texas,Katy Independent School District,Administrator,2021-11-01T00:00:00Z,Banned in Libraries and Classrooms,"Gottfred, B. T.",Forever for a Year,NA,NA,NA
Texas,Katy Independent School District,Administrator,2022-01-01T00:00:00Z,Banned in Libraries,"Shusterman, Neal",Game Changer,NA,NA,NA
Texas,Katy Independent School District,Administrator,2022-01-01T00:00:00Z,Banned in Libraries,"Jackson, Holly","Good Girl, Bad Blood (A Good Girl's Guide to Murder Series)",NA,NA,NA
Texas,Katy Independent School District,Administrator,2022-01-01T00:00:00Z,Banned in Libraries,"Salisbury, Melinda",Hold Back the Tide,NA,NA,NA
Texas,Katy Independent School District,Administrator,2021-11-01T00:00:00Z,Banned in Libraries and Classrooms,"Rosen, L. C.",Jack of Hearts (and other parts),NA,NA,NA
Texas,Katy Independent School District,Administrator,2022-02-01T00:00:00Z,Banned in Libraries and Classrooms,"Evison, Jonathan",Lawn Boy,NA,NA,NA
Texas,Katy Independent School District,Administrator,2022-04-01T00:00:00Z,Banned in Libraries,"Green, John",Looking for Alaska,NA,NA,NA
Texas,Katy Independent School District,Administrator,2021-11-01T00:00:00Z,Banned in Libraries and Classrooms,MariNaomi,Losing the Girl: Book 1 (Life on Earth),NA,NA,NA
Texas,Katy Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Spiegelman, Art",Maus 1: A Survivor's Tale: My Father Bleeds History,NA,NA,NA
Texas,Katy Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Spiegelman, Art",Maus II: A Survivor's Tale: And Here My Troubles Began,NA,NA,NA
Texas,Katy Independent School District,Administrator,2021-11-01T00:00:00Z,Banned in Libraries and Classrooms,"Andrews, Jesse",Me and Earl and the Dying Girl,NA,NA,NA
Texas,Katy Independent School District,Administrator,2022-01-01T00:00:00Z,Banned in Libraries,"Terciero, Rey","Meg, Jo, Beth, and Amy: A Modern Graphic Retelling of Little Women","Alcott, Louisa May","Indigo, Bre",NA
Texas,Katy Independent School District,Administrator,2022-01-01T00:00:00Z,Banned in Libraries,"Gino, Alex",Melissa (George),NA,NA,NA
Texas,Katy Independent School District,Administrator,2021-09-01T00:00:00Z,Banned in Libraries,"Craft, Jerry",New Kid,NA,NA,NA
Texas,Katy Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Wiesel, Elie",Night,NA,NA,"Wiesel, Marion"
Texas,Katy Independent School District,Administrator,2022-04-01T00:00:00Z,Banned in Libraries,"Montoya, Paco",No One Knows About You,NA,NA,NA
Texas,Katy Independent School District,Administrator,2022-02-01T00:00:00Z,Banned in Libraries and Classrooms,"Pérez, Ashley Hope",Out of Darkness,NA,NA,NA
Texas,Katy Independent School District,Administrator,2022-01-01T00:00:00Z,Banned in Libraries,"Satrapi, Marjane",Persepolis: The Story of a Childhood,NA,NA,NA
Texas,Katy Independent School District,Administrator,2022-01-01T00:00:00Z,Banned in Libraries,"O'Neill, Kay",Princess Princess Ever After,NA,NA,NA
Texas,Katy Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Gratz, Alan",Refugee,NA,NA,NA
Texas,Katy Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Ward, Jesmyn",Salvage the Bones (Bois Sauvage Series),NA,NA,NA
Texas,Katy Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Reynolds, Jason","Stamped: Racism, Antiracism, and You","Kendi, Ibram X.",NA,NA
Texas,Katy Independent School District,Administrator,2021-12-01T00:00:00Z,Banned in Libraries,"Robertson, David A.",The Barren Grounds (The Misewa Saga Series),NA,NA,NA
Texas,Katy Independent School District,Administrator,2021-11-01T00:00:00Z,Banned in Libraries,"Johnson, Cathy G.",The Breakaways,NA,NA,NA
Texas,Katy Independent School District,Formal Challenge,2022-02-01T00:00:00Z,Banned in Libraries,"Philippe, Ben",The Field Guide to the North American Teenager,NA,NA,NA
Texas,Katy Independent School District,Administrator,2021-11-01T00:00:00Z,Banned in Libraries and Classrooms,"Gottfred, B. T.",The Handsome Girl & Her Beautiful Boy,NA,NA,NA
Texas,Katy Independent School District,Administrator,2021-11-01T00:00:00Z,Banned in Libraries and Classrooms,"Gottfred, B. T.",The Nerdy and the Dirty,NA,NA,NA
Texas,Katy Independent School District,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Hesse, Monica",The War Outside,NA,NA,NA
Texas,Katy Independent School District,Administrator,2021-10-01T00:00:00Z,Banned in Libraries,"Asher, Jay",Thirteen Reasons Why,NA,NA,NA
Texas,Katy Independent School District,Administrator,2022-01-01T00:00:00Z,Banned in Libraries,"Bridges, Ruby",This Is Your Time,NA,NA,NA
Texas,Katy Independent School District,Administrator,2022-02-01T00:00:00Z,Banned in Libraries,"Han, Jenny",To All the Boys I've Loved Before (To All the Boys I've Loved Before Series),NA,NA,NA
Texas,Katy Independent School District,Administrator,2021-10-01T00:00:00Z,Banned in Libraries,"Palacio, R. J.",White Bird,NA,NA,NA
Texas,Keller Independent School District,Formal Challenge,2021-11-01T00:00:00Z,Banned in Classrooms,"Mosley, Walter",47,NA,NA,NA
Texas,Keller Independent School District,Formal Challenge,2021-11-01T00:00:00Z,Banned in Libraries and Classrooms,"Curato, Mike",Flamer,NA,NA,NA
Texas,Keller Independent School District,Formal Challenge,2021-11-01T00:00:00Z,Banned in Libraries and Classrooms,"Kobabe, Maia",Gender Queer: A Memoir,NA,NA,NA
Texas,Keller Independent School District,Formal Challenge,2021-12-01T00:00:00Z,Banned in Libraries and Classrooms,"Giles, Gail",Girls Like Us (2015),NA,NA,NA
Texas,Keller Independent School District,Formal Challenge,2021-11-01T00:00:00Z,Banned in Libraries and Classrooms,"Silvera, Adam",Infinity Reaper (Infinity Cycle Series),NA,NA,NA
Texas,Keller Independent School District,Formal Challenge,2021-11-01T00:00:00Z,Banned in Libraries and Classrooms,"Rosen, L. C.",Jack of Hearts (and other parts),NA,NA,NA
Texas,Keller Independent School District,Formal Challenge,2021-11-01T00:00:00Z,Banned in Libraries and Classrooms,"Myracle, Lauren","l8r, g8r",NA,NA,NA
Texas,Keller Independent School District,Formal Challenge,2021-11-01T00:00:00Z,Banned in Libraries,"Andrews, Jesse",Me and Earl and the Dying Girl,NA,NA,NA
Texas,Keller Independent School District,Formal Challenge,2021-11-01T00:00:00Z,Banned in Libraries,"Pérez, Ashley Hope",Out of Darkness,NA,NA,NA
Texas,Keller Independent School District,Formal Challenge,2021-11-01T00:00:00Z,Banned in Libraries and Classrooms,"Draper, Sharon M.",Panic,NA,NA,NA
Texas,Keller Independent School District,Formal Challenge,2021-11-01T00:00:00Z,Banned in Libraries and Classrooms,"Hutchinson, Shaun David",We Are the Ants,NA,NA,NA
Texas,Killeen Independent School District,Administrator,2022-04-01T00:00:00Z,Banned in Libraries and Classrooms,"Garrett, Camryn",Full Disclosure,NA,NA,NA
Texas,Killeen Independent School District,Administrator,2021-11-01T00:00:00Z,Banned in Libraries and Classrooms,"Kobabe, Maia",Gender Queer: A Memoir,NA,NA,NA
Texas,Killeen Independent School District,Administrator,2022-04-01T00:00:00Z,Banned in Libraries and Classrooms,"Rosen, L. C.",Jack of Hearts (and other parts),NA,NA,NA
Texas,Killeen Independent School District,Administrator,2022-04-01T00:00:00Z,Banned in Libraries and Classrooms,"Kaur, Rupi",Milk and Honey,NA,NA,NA
Texas,Klein Independent School District,Administrator,2021-12-01T00:00:00Z,Banned Pending Investigation,"Henderson, Elisabeth","100 Questions You'd Never Ask Your Parents: Straight Answers to Teens' Questions About Sex, Sexuality, and Health","Armstrong, Nancy",NA,NA
Texas,Klein Independent School District,Administrator,2021-11-01T00:00:00Z,Banned Pending Investigation,"Torr, James D.",Abortion (Opposing Viewpoints Series),NA,NA,NA
Texas,Klein Independent School District,Administrator,2021-11-01T00:00:00Z,Banned Pending Investigation,"Johnson, George M.",All Boys Aren't Blue,NA,NA,NA
Texas,Klein Independent School District,Administrator,2021-11-01T00:00:00Z,Banned Pending Investigation,"Ortiz, Paul",An African American and Latinx History of the United States,NA,NA,NA
Texas,Klein Independent School District,Administrator,2021-12-01T00:00:00Z,Banned Pending Investigation,"Angelou, Maya",And Still I Rise,NA,NA,NA
Texas,Klein Independent School District,Administrator,2021-12-01T00:00:00Z,Banned Pending Investigation,"Sáenz, Benjamin Alire",Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Series),NA,NA,NA
Texas,Klein Independent School District,Administrator,2021-12-01T00:00:00Z,Banned Pending Investigation,"Lo, Malinda",Ash,NA,NA,NA
Texas,Klein Independent School District,Administrator,2021-11-01T00:00:00Z,Banned Pending Investigation,"Morrison, Toni",Beloved,NA,NA,NA
Texas,Klein Independent School District,Administrator,2021-11-01T00:00:00Z,Banned Pending Investigation,"Kuklin, Susan",Beyond Magenta: Transgender Teens Speak Out,NA,NA,NA
Texas,Klein Independent School District,Administrator,2021-12-01T00:00:00Z,Banned Pending Investigation,"Espejo, Roman",Birth Control,NA,NA,NA
Texas,Klein Independent School District,Administrator,2021-11-01T00:00:00Z,Banned Pending Investigation,"Fisanick, Christina",Do Abstinence Programs Work?,NA,NA,NA
Texas,Klein Independent School District,Administrator,2021-12-01T00:00:00Z,Banned Pending Investigation,"Tenold, Vegas",Everything You Love Will Burn: Inside the Rebirth of White Nationalism in America,NA,NA,NA
Texas,Klein Independent School District,Administrator,2022-05-01T00:00:00Z,Banned in Libraries and Classrooms,"Curato, Mike",Flamer,NA,NA,NA
Texas,Klein Independent School District,Administrator,2021-12-01T00:00:00Z,Banned Pending Investigation,"Seba, Jaime A.","Gay Issues and Politics: Marriage, the Military, & Work Place Discrimination",NA,NA,NA
Texas,Klein Independent School District,Administrator,2021-12-01T00:00:00Z,Banned Pending Investigation,"Light, Kate",Gender Identity: The Search for Self,NA,NA,NA
Texas,Klein Independent School District,Administrator,2021-12-01T00:00:00Z,Banned Pending Investigation,"Gyasi, Yaa",Homegoing,NA,NA,NA
Texas,Klein Independent School District,Administrator,2021-11-01T00:00:00Z,Banned Pending Investigation,"Kendi, Ibram X.",How to Be an Antiracist,NA,NA,NA
Texas,Klein Independent School District,Administrator,2021-12-01T00:00:00Z,Banned Pending Investigation,"Savage, Dan","It Gets Better: Coming Out, Overcoming Bullying, and Creating a Life Worth Living","Miller, Terry",NA,NA
Texas,Klein Independent School District,Administrator,2021-11-01T00:00:00Z,Banned Pending Investigation,"Green, John",Looking for Alaska,NA,NA,NA
Texas,Klein Independent School District,Administrator,2021-12-01T00:00:00Z,Banned Pending Investigation,"Jackson, Tiffany D.",Monday's Not Coming,NA,NA,NA
Texas,Klein Independent School District,Administrator,2021-12-01T00:00:00Z,Banned Pending Investigation,"Pérez, Ashley Hope",Out of Darkness,NA,NA,NA
Texas,Klein Independent School District,Administrator,2021-11-01T00:00:00Z,Banned Pending Investigation,"Harris, Duchess",Political Resistance in the Current Age,"Turner, Myra Faye",NA,NA
Texas,Klein Independent School District,Administrator,2021-12-01T00:00:00Z,Banned Pending Investigation,"Faux, Marian",Roe v. Wade: The Untold Story of the Landmark Supreme Court Decision that Made Abortion Legal,NA,NA,NA
Texas,Klein Independent School District,Administrator,2021-11-01T00:00:00Z,Banned Pending Investigation,"Nardo, Don",Teens and Gender Dysphoria,NA,NA,NA
Texas,Klein Independent School District,Administrator,2021-12-01T00:00:00Z,Banned Pending Investigation,"Farrell, Courtney",The Abortion Debate (Essential Viewpoints),NA,NA,NA
Texas,Klein Independent School District,Administrator,2021-11-01T00:00:00Z,Banned Pending Investigation,"Plath, Sylvia",The Bell Jar,NA,NA,NA
Texas,Klein Independent School District,Administrator,2021-11-01T00:00:00Z,Banned Pending Investigation,"Morrison, Toni",The Bluest Eye,NA,NA,NA
Texas,Klein Independent School District,Administrator,2021-11-01T00:00:00Z,Banned Pending Investigation,"Irving, John",The Cider House Rules,NA,NA,NA
Texas,Klein Independent School District,Administrator,2021-11-01T00:00:00Z,Banned Pending Investigation,"Atwood, Margaret",The Handmaid's Tale,NA,NA,NA
Texas,Klein Independent School District,Administrator,2021-12-01T00:00:00Z,Banned Pending Investigation,"Alexander, Michelle",The New Jim Crow: Mass Incarceration in the Age of Colorblindness,NA,NA,NA
Texas,Klein Independent School District,Administrator,2021-11-01T00:00:00Z,Banned Pending Investigation,"Bick, Ilsa J.",The Sin-Eater's Confession,NA,NA,NA
Texas,Klein Independent School District,Administrator,2021-11-01T00:00:00Z,Banned Pending Investigation,"Nordberg, Jenny",The Underground Girls of Kabul: in Search of a Hidden Resistance in Afghanistan,NA,NA,NA
Texas,Klein Independent School District,Administrator,2021-11-01T00:00:00Z,Banned Pending Investigation,"Bartoletti, Susan Campbell",They Called Themselves The K.K.K.: The Birth of an American Terrorist Group,NA,NA,NA
Texas,Klein Independent School District,Administrator,2021-11-01T00:00:00Z,Banned Pending Investigation,"Klein, Rebecca T.",Transgender Rights and Protections,NA,NA,NA
Texas,Klein Independent School District,Administrator,2021-11-01T00:00:00Z,Banned Pending Investigation,"Green, John","Will Grayson, Will Grayson (Will Grayson, Will Grayson Series)","Levithan, David",NA,NA
Texas,Lake Travis Independent School District,Administrator,2021-09-01T00:00:00Z,Banned in Libraries and Classrooms,"Pérez, Ashley Hope",Out of Darkness,NA,NA,NA
Texas,Lamar Consolidated Independent School District,Administrator,2021-12-01T00:00:00Z,Banned Pending Investigation,"Johnson, George M.",All Boys Aren't Blue,NA,NA,NA
Texas,Lamar Consolidated Independent School District,Administrator,2021-12-01T00:00:00Z,Banned Pending Investigation,"Gottfred, B. T.",Forever for a Year,NA,NA,NA
Texas,Lamar Consolidated Independent School District,Administrator,2021-12-01T00:00:00Z,Banned Pending Investigation,"Rosen, L. C.",Jack of Hearts (and other parts),NA,NA,NA
Texas,Lamar Consolidated Independent School District,Administrator,2021-12-01T00:00:00Z,Banned Pending Investigation,"Evison, Jonathan",Lawn Boy,NA,NA,NA
Texas,Lamar Consolidated Independent School District,Administrator,2021-12-01T00:00:00Z,Banned Pending Investigation,"Andrews, Jesse",Me and Earl and the Dying Girl,NA,NA,NA
Texas,Lamar Consolidated Independent School District,Administrator,2021-12-01T00:00:00Z,Banned Pending Investigation,"Johnson, Cathy G.",The Breakaways,NA,NA,NA
Texas,Lamar Consolidated Independent School District,Administrator,2021-12-01T00:00:00Z,Banned Pending Investigation,"Gottfred, B. T.",The Nerdy and the Dirty,NA,NA,NA
Texas,Leander Independent School District,Administrator,2021-09-01T00:00:00Z,Banned in Classrooms,"Hutchinson, Shaun David",Brave Face: A Memoir,NA,NA,NA
Texas,Leander Independent School District,Administrator,2021-09-01T00:00:00Z,Banned in Classrooms,"Machado, Carmen Maria",In the Dream House,NA,NA,NA
Texas,Leander Independent School District,Administrator,2021-09-01T00:00:00Z,Banned in Classrooms,"Gregorio, I. W.",None of the Above,NA,NA,NA
Texas,Leander Independent School District,Administrator,2021-09-01T00:00:00Z,Banned in Classrooms,"Pérez, Ashley Hope",Out of Darkness,NA,NA,NA
Texas,Leander Independent School District,Administrator,2021-09-01T00:00:00Z,Banned in Classrooms,"Woodson, Jacqueline",Red at the Bone,NA,NA,NA
Texas,Leander Independent School District,Administrator,2021-09-01T00:00:00Z,Banned in Classrooms,"Hyman, Miles","Shirley Jackson's ""The Lottery"": The Authorized Graphic Adaptation",NA,NA,NA
Texas,Leander Independent School District,Administrator,2021-09-01T00:00:00Z,Banned in Classrooms,"Anderson, Laurie Halse",Shout,NA,NA,NA
Texas,Leander Independent School District,Administrator,2021-09-01T00:00:00Z,Banned in Classrooms,"Atwood, Margaret",The Handmaid's Tale: The Graphic Novel,NA,"Nault, Renee",NA
Texas,Leander Independent School District,Administrator,2021-09-01T00:00:00Z,Banned in Classrooms,"Reed, Amy",The Nowhere Girls,NA,NA,NA
Texas,Leander Independent School District,Administrator,2021-09-01T00:00:00Z,Banned in Classrooms,"Moore, Alan",V for Vendetta,NA,"Lloyd, David",NA
Texas,Leander Independent School District,Administrator,2021-09-01T00:00:00Z,Banned in Classrooms,"Vaughan, Brian K.",Y: The Last Man,NA,"Guerra, Pia; Marzan Jr., Jose",NA
Texas,North East Independent School District,Administrator,2021-12-01T00:00:00Z,Banned Pending Investigation,"Thomas, Rachael L.",#BlackLivesMatter: Protesting Racism,NA,NA,NA
Texas,North East Independent School District,Administrator,2021-12-01T00:00:00Z,Banned Pending Investigation,"Mac, Carrie",10 Things I Can See from Here,NA,NA,NA
Texas,North East Independent School District,Administrator,2021-12-01T00:00:00Z,Banned in Libraries,"Brynie, Faith Hickman",101 Questions About Reproduction: Or How 1 + 1 = 3 or 4 or More,NA,NA,NA
Texas,North East Independent School District,Administrator,2021-12-01T00:00:00Z,Banned in Libraries,"Brynie, Faith Hickman","101 Questions About Sex and Sexuality: With Answers for the Curious, Cautious, and Confused",NA,NA,NA
